# timestamp tx ty tz qx qy qz qw
1679432799.70954299 -1.59773219 -0.46931657 -0.37044770 0.00000000 0.00000000 0.00000000 1.00000000
1679432799.75967145 -1.59525132 -0.46621048 -0.35037512 0.00000000 0.00000000 0.00000000 1.00000000
1679432799.80964875 -1.59307861 -0.46280223 -0.32718226 0.00000000 0.00000000 0.00000000 1.00000000
1679432799.85967350 -1.59115255 -0.45939943 -0.30144125 0.00000000 0.00000000 0.00000000 1.00000000
1679432799.90968204 -1.58990812 -0.45864651 -0.27150884 0.00000000 0.00000000 0.00000000 1.00000000
1679432799.95972753 -1.58960462 -0.46063465 -0.23750012 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.01070309 -1.59029317 -0.46296048 -0.20320489 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.05979633 -1.59213734 -0.46586359 -0.16723707 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.10989070 -1.59665847 -0.46922249 -0.12920666 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.15976763 -1.60392451 -0.47336984 -0.08775123 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.20999527 -1.61277616 -0.47858924 -0.04653447 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.26004887 -1.62409532 -0.48484108 -0.00291440 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.31013846 -1.63808358 -0.49162656 0.04028766 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.36001134 -1.65435946 -0.49908915 0.08877762 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.41003919 -1.67381060 -0.50716335 0.13369159 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.46000528 -1.69634652 -0.51581770 0.17977422 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.50998449 -1.72453082 -0.52678776 0.22448322 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.56002259 -1.75782585 -0.53953135 0.27254725 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.61014700 -1.79426193 -0.55189925 0.31672263 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.66016293 -1.83383811 -0.56297719 0.36334950 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.71021652 -1.87644684 -0.57857418 0.40757439 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.76009679 -1.92216849 -0.59760070 0.45488361 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.81032419 -1.97030342 -0.61394429 0.49803206 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.85946727 -2.02050352 -0.62822175 0.54384476 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.90946341 -2.07029152 -0.63930315 0.59171557 0.00000000 0.00000000 0.00000000 1.00000000
1679432800.95946789 -2.11914206 -0.64717954 0.64194030 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.01034856 -2.16960406 -0.65274674 0.69269037 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.05957103 -2.22086668 -0.65524834 0.74480009 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.10958290 -2.27068925 -0.65827143 0.79545128 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.15958905 -2.32044578 -0.66063207 0.84926325 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.20977616 -2.36934924 -0.65936065 0.89970732 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.25961971 -2.41735196 -0.65468246 0.95108140 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.30973148 -2.46582651 -0.64948469 1.00542235 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.35983682 -2.51399994 -0.64302391 1.06208110 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.40977836 -2.56084561 -0.63285220 1.11670184 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.45982456 -2.60605073 -0.61845547 1.17271042 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.50991821 -2.64840484 -0.60370970 1.22800481 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.55984449 -2.68857479 -0.58723837 1.28489709 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.60992026 -2.72720432 -0.56727260 1.34045005 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.65987158 -2.76384211 -0.54368693 1.39768350 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.71002698 -2.79757428 -0.51918006 1.45600772 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.75982785 -2.82846427 -0.49329960 1.51669776 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.80999017 -2.85737729 -0.46440607 1.57631743 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.85993433 -2.88474488 -0.43220353 1.63844585 0.00000000 0.00000000 0.00000000 1.00000000
1679432801.91011071 -2.90939283 -0.40095669 1.69843185 0.00000000 0.00000000 0.00000000 1.00000000
